tt_num,ccat_before,ccat_after,symp_before,symp_after,cc_before,cc_after,rc_before,rc_after
1-10412863334,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-10412910369,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10412964652,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10412989446,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10413066682,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_CPE_PG Faulty,null,PG_Config_Changed
1-10413075726,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber replaced
1-10413339842,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Sync. Error,null,VDSL_Reset
1-10413340541,null,TM_CPE,Slow throughput (local),Slow throughput (local),null,TM_CPE_PG Hang,null,Firmware & Software upgrading
1-10413415286,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-10413452282,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise TMUC
1-10413471249,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10413520345,null,LocalAccess,Line Disconnect,Line Disconnect,null,FOC_D/S Cable Damage,null,FOC_D/S cable replaced
1-10413529075,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Normalise_CPE Connection
1-10413529341,null,LocalAccess,Line Disconnect,Line Disconnect,null,DP Jumper Wrong Pair,null,DP_Re-jumper
1-10413637751,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10413674321,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Internal Fiber,null,Advise Customer
1-10413687369,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Reset
1-10413697047,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-10413706538,null,LocalAccess,Line down,Line down,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10413707505,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_IW_RJ45 Faulty,null,Cable_Reconnected
1-10413716529,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10413747191,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10413806161,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10413810633,null,Major Outage,Line Disconnect,Line Disconnect,null,Other_Fault,null,Problem_Restored
1-10413838971,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10413941967,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10413948458,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU&PG_Replaced
1-10413955925,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Low Signal,null,FDP_Repaired
1-10413977497,null,BTU,Line down,Line down,null,VDSL_Modem Sync. Error,null,VDSL_Reset
1-10414022721,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Patching,null,FDP_FASC_Connector_Cleaned
1-10414054475,null,Customer,Authentication Failure,Authentication Failure,null,Customer_IW Internal Fiber,null,Others
1-10414130255,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10414163205,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-10414190688,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10414287395,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10414315119,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-10414341155,null,Customer,Line Disconnect,Line Disconnect,null,Customer Defer Appointment,null,Advise Customer
1-10414444864,null,Customer,No Dial Tone,No Dial Tone,null,Other_Fault,null,Advise Customer
1-10414445078,null,LocalAccess,Line down,Line down,null,FDP_Low Signal,null,FDP_Repaired
1-10414482625,null,Customer,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,Customer Defer Appointment,null,Advise Customer
1-10414495219,null,TM_CPE,FUP Slow Browsing,FUP Slow Browsing,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-10414582402,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Core Break,null,D/S Fiber cable restored
1-10414599045,null,BTU,Slow browsing all webs,Slow browsing all webs,null,ONU_Faulty,null,ONU_Reset
1-10414599360,null,Customer,Cannot browse all website,Cannot browse all website,null,Customer_Behaviour,null,Advise Customer
1-10414680045,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Patching,null,Cable_Reconnected
1-10414744816,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10414953038,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW FWS,null,Cable_Reconnected
1-10414965773,null,TM_CPE,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10415085165,null,BTU,Intermittent,Intermittent,null,ONU_Faulty,null,ONU_Reset
1-10415085165,null,BTU,Intermittent,Intermittent,null,ONU_Faulty,null,ONU_Reset
1-10415123715,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10415138181,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10415172852,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10415206985,null,Customer,Frequent disconnection,Frequent disconnection,null,Other_Fault,null,Advise Customer
1-10415215179,null,BTU,Slow downloading rate,Slow downloading rate,null,ONU_Hang,null,ONU_Config_Changed
1-10415252740,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Missing Config,null,ONU_Reset
1-10415268388,null,Customer,Intermittent,Intermittent,null,Customer_Behaviour,null,Advise Customer
1-10415502124,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10415547792,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Core Break,null,D/S Fiber cable restored
1-10415555014,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10415579489,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW FWS,null,Connector_Replaced
1-10415671203,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Cable Damage,null,D/S Cable Restored
1-10415683149,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Clear While Localising,null,Normalise_CPE Connection
1-10415710765,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Damage,null,TM_FTB Drop Fiber replaced
1-10415711515,null,Customer,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,Customer Defer Appointment,null,Advise Customer
1-10415733185,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10415736782,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-10415767735,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Cable Damage,null,D/S Cable Replaced
1-10415768255,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10415846285,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10416075645,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10416075645,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10416111985,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Changed
1-10416130002,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,Connector_Replaced
1-10416130454,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_MSAN POTS card faulty,null,Port Reset
1-10416160245,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Copper,null,Advise Customer
1-10416177197,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-10416181795,null,Network Trouble Ticket,Line Disconnect,Line Disconnect,null,Caused By NTT,null,Resolved By NTT
1-10416217365,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Internal Fiber,null,Advise Customer
1-10416217625,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10416265225,null,Customer,Slow Browsing,Slow Browsing,null,Clear While Localising,null,Advise Customer
1-10416461505,null,LocalAccess,Frequent disconnection,Frequent disconnection,null,D/S Pair Faulty,null,D/S Pair Changed
1-10416503056,null,Major Outage,Line Disconnect,Line Disconnect,null,Other_Fault,null,Problem_Restored
1-10416561571,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-10416568303,null,Customer,No Dial Tone,No Dial Tone,null,Customer_Behaviour,null,Normalise_CPE Connection
1-10416576101,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10416602101,null,LocalAccess,Line down,Line down,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10416602297,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-10416629531,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Internal Fiber,null,Advise Customer
1-10416672620,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10416827740,null,Customer,Slow downloading rate,Slow downloading rate,null,Other_Fault,null,Others
1-10416847010,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10416934691,null,Customer,Slow throughput (local),Slow throughput (local),null,PG_Faulty,null,Advise Customer
1-10416944772,null,Access Network,Line Disconnect,Line Disconnect,null,*MSAN_ForceMajure,null,VLAN changed
1-10417006375,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10417046366,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,Connector_Replaced
1-10417100213,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Reset
1-10417131103,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10417206752,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Normalise_CPE Connection
1-10417268945,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,D/S Fiber cable replaced
1-10417271545,null,Access Network,Cannot browse all website,Cannot browse all website,null,EQMT_VLAN problem,null,Port Reset
1-10417299533,null,Access Network,Line Disconnect,Line Disconnect,null,MSAN_VDSL_Port_Inactive,null,VLAN changed
1-10417305576,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Clear While Localising,null,Normalise_CPE Connection
1-10417345535,null,Customer,Line Disconnect,Line Disconnect,null,Cust House Electricity Problem,null,Advise Customer
1-10417565611,null,TM_CPE,Call Failure - outgoing,Call Failure - outgoing,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10417615753,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Hang,null,ONU_Reset
1-10417616646,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-10417617877,null,BTU,One way speech,One way speech,null,ONU_Hang,null,ONU_Reset
1-10417620964,null,Customer,Slow downloading rate,Slow downloading rate,null,Clear While Localising,null,Advise Customer
1-10417649447,null,Customer,Line down,Line down,null,Clear While Localising,null,Advise Customer
1-10417674688,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Patching,null,Patching_Fiber Normalised
1-10417677629,null,Customer,Slow Browsing,Slow Browsing,null,Clear While Localising,null,Advise Customer
1-10417683741,null,Customer,Service Down,Service Down,null,No Wireless Coverage,null,Advise Customer
1-10417724525,null,Third Party Damage,Line Disconnect,Line Disconnect,null,Drop/Internal Fiber Damage,null,Restored by Others
1-10417756125,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10417786048,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise TMUC
1-10417786234,null,BTU,Call Failure - outgoing,Call Failure - outgoing,null,VDSL_Modem_Hang,null,VDSL_Reset
1-10417798052,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,Power Adaptor Replaced
1-10417817895,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Config Problem,null,VDSL_Config_Changed
1-10417847030,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,Firmware & Software upgrading
1-10417867591,null,Customer,Slow Browsing,Slow Browsing,null,PG_Faulty,null,Advise Customer
1-10417871946,null,Customer,Wireless intermittent,Wireless intermittent,null,No Wireless Coverage,null,Advise Customer
1-10417874582,null,LocalAccess,Line Disconnect,Line Disconnect,null,DP Jumper Faulty,null,DP_Re-jumper
1-10417886327,null,Customer,No Dial Tone,No Dial Tone,null,Other_Fault,null,Others
1-10417895962,null,Customer,Cannot make any call,Cannot make any call,null,Clear While Localising,null,Advise Customer
1-10417921185,null,TM_CPE,HD_VOD_Fail,HD_VOD_Fail,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-10417952073,null,Customer,Slow Browsing,Slow Browsing,null,Clear While Localising,null,Advise Customer
1-10418014336,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10418028065,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10418093635,null,Customer,Frequent disconnection,Frequent disconnection,null,Customer_Not Reachable,null,Advise Customer
1-10418210401,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-10418239055,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10418239055,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10418254615,null,Customer,Frequent disconnection,Frequent disconnection,null,Customer_Not Reachable,null,Advise Customer
1-10418263615,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-10418289675,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10418289675,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10418341115,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Config_Changed
1-10418341115,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Config_Changed
1-10418507493,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10418538896,null,Customer,No Dial Tone,No Dial Tone,null,Cust_PhoneWallSocketFaulty,null,Others
1-10418557328,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Hang,null,PG_Replaced
1-10418671115,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,E/S Fiber cable replaced
1-10418696355,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10418718315,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10418731538,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-10418798240,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10418864565,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10418984232,null,Customer,Slow,Slow,null,No Wireless Coverage,null,Advise Customer
1-10418995325,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10419007785,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10419009313,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Core Break,null,D/S Cable Replaced
1-10419015409,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-10419015519,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Faulty,null,ONU_Replaced
1-10419038481,null,Access Network,Frequent disconnection,Frequent disconnection,null,EQMT_MSAN VDSL2 card faulty,null,Reset
1-10419042634,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10419043192,null,Third Party Damage,Line Disconnect,Line Disconnect,null,FDP_Damage,null,Restored by Others
1-10419084622,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-10419201425,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PhoneWallSocketFaulty,null,Others
1-10419209333,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Normalise_CPE Connection
1-10419243441,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10419321560,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10419387565,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10419440077,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_IW_RJ11 Faulty,null,PG_Config_Changed
1-10419616915,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PC Issue/Faulty,null,Advise Customer
1-10419748349,null,Customer,Cannot browse all website,Cannot browse all website,null,Customer_Internal Wiring,null,Normalise_CPE Connection
1-10419891321,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10419892702,null,BTU,Intermittent,Intermittent,null,ONU_Faulty,null,ONU_Replaced
1-10419982502,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10420093166,null,BTU,No Dial Tone,No Dial Tone,null,ONU_Faulty,null,ONU_Reset
1-10420108689,null,Customer,Wireless not detected,Wireless not detected,null,Other_Fault,null,Advise Customer
1-10420115227,null,Access Network,Line Disconnect,Line Disconnect,null,MSAN_VDSL_Port_Inactive,null,Re-activate
1-10420148030,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Clear While Localising,null,Advise Customer
1-10420149791,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Config_Changed
1-10420149859,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-10420149859,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-10420241939,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10420304331,null,TM_CPE,Slow throughput (int),Slow throughput (int),null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10420376244,null,BTU,Call Failure - outgoing,Call Failure - outgoing,null,VDSL_Modem_Hang,null,VDSL_Reset
1-10420398023,null,Customer,No Dial Tone,No Dial Tone,null,Other_Fault,null,Advise Customer
1-10420398504,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10420429176,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-10420496458,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10420500573,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10420501971,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-10420520413,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-10420567096,null,BTU,Intermittent,Intermittent,null,ONU_Hang,null,ONU_Reset
1-10420706023,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10420733201,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10420779101,null,TM_CPE,Slow browsing all webs,Slow browsing all webs,null,TM_CPE_PG Hang,null,Change Wireless Channel Mode
1-10420820295,null,BTU,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10420855722,null,TM_CPE,Slow browse certain local web,Slow browse certain local web,null,TM_CPE_PG Hang,null,PG_Reset
1-10421035152,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10421128775,null,Customer,Engage tone,Engage tone,null,Clear While Localising,null,Others
1-10421129076,null,Customer,Engage tone,Engage tone,null,Clear While Localising,null,Others
1-10421285355,null,LocalAccess,Line Disconnect,Line Disconnect,null,Jumper Faulty,null,Jumper Changed
1-10421374617,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,D/S Fiber cable restored
1-10421388223,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10421391355,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10421394491,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-10421404662,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10421421551,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-10421444188,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PC Issue/Faulty,null,Advise Customer
1-10421477418,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Reset
1-10421511845,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Config_Changed
1-10421512235,null,RWT,Line Disconnect,Line Disconnect,null,End-End,null,Adv_Cust
1-10421522331,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Advise Customer
1-10421559561,null,TM_CPE,Wireless signal low,Wireless signal low,null,CCS CPE Configured,null,PG_Config_Changed
1-10421573654,null,BTU,No Dial Tone,No Dial Tone,null,ONU_Missing Config,null,ONU_Reset
1-10421602257,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10421635455,null,BTU,Line down,Line down,null,ONU_Hang,null,ONU_Reset
1-10421639446,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Reset
1-10421658629,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10421682816,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Faulty,null,PG_Reset
1-10421684667,null,Customer,One way speech,One way speech,null,Clear While Localising,null,Advise Customer
1-10421757756,null,TM_CPE,Line down,Line down,null,TM_CPE_PG Hang,null,PG_Reset
1-10421763219,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,DP_Re-jumper
1-10421870510,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_VLAN problem,null,VLAN changed
1-10421890036,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Config Problem,null,VDSL_Config_Changed
1-10421921973,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Faulty,null,ONU_Config_Changed
1-10421978615,null,Access Network,Line Disconnect,Line Disconnect,null,MSAN_VDSL_Port_Inactive,null,Port Change
1-10422001103,null,Customer,Intermittent,Intermittent,null,Clear While Localising,null,Advise Customer
1-10422095025,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10422129141,null,Customer,Call Failure - incoming,Call Failure - incoming,null,Clear While Localising,null,Advise Customer
1-10422258755,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10422259065,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10422304165,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10422357285,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber replaced
1-10422382681,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Normalise_CPE Connection
1-10422406725,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Changed
1-10422420535,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10422421953,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,Jumper Changed
1-10422460205,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Connector_Faulty,null,FDP_Change Connector
1-10422467081,null,Customer,Wireless not detected,Wireless not detected,null,PG_Faulty,null,Advise Customer
1-10422488935,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_VLAN problem,null,VLAN changed
1-10422489185,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-10422490125,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10422513915,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-10422515685,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10422530147,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,Power Adaptor Replaced
1-10422551487,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-10422569252,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-10422572771,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10422597224,null,Access Network,Line Disconnect,Line Disconnect,null,Room air-cond faulty,null,Room aircond replaced
1-10422634635,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10422670035,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Cable Damage,null,D/S Cable Replaced
1-10422744057,null,BTU,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,VDSL_Modem_Hang,null,VDSL_Reset
1-10422770252,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Faulty,null,ONU_Replaced
1-10422770337,null,BTU,Wireless intermittent,Wireless intermittent,null,ONU_Faulty,null,ONU_Reset
1-10422775544,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
